moviename,charactername,time,totaltime,release,chrono
Thor: Ragnarok,Laura Barton,0,3.75,17,17
Thor: Ragnarok,Liz Allan,0,9.75,17,17
Thor: Ragnarok,Loki,15,75.25,17,17
Thor: Ragnarok,Luis,0,7,17,17
Thor: Ragnarok,Malekith the Accursed,0,8.75,17,17
Thor: Ragnarok,Mantis,0,11,17,17
Thor: Ragnarok,Maria Hill,0,11.75,17,17
Thor: Ragnarok,May Parker,0,5,17,17
Thor: Ragnarok,Maya Hansen,0,8.75,17,17
Thor: Ragnarok,Natasha Romanoff,0.25,89,17,17
Thor: Ragnarok,Nebula,0,15,17,17
Thor: Ragnarok,Ned Leeds,0,13.75,17,17
Thor: Ragnarok,Nick Fury,0,43.75,17,17
Thor: Ragnarok,Obadiah Stane,0,22,17,17
Thor: Ragnarok,Odin,3.5,23.75,17,17
Thor: Ragnarok,Paxton,0,4.5,17,17
Thor: Ragnarok,Peggy Carter,0,20.5,17,17
Thor: Ragnarok,Pepper Potts,0,64,17,17
Thor: Ragnarok,Peter Parker,0,84.75,17,17
Thor: Ragnarok,Peter Quill,0,82.5,17,17
Thor: Ragnarok,Pietro Maximoff,0,10.25,17,17
Thor: Ragnarok,Raza,0,6,17,17
Thor: Ragnarok,Rocket Raccoon,0,39.25,17,17
Thor: Ragnarok,Ronan the Accuser,0,7.75,17,17
Thor: Ragnarok,Sam Wilson,0,28,17,17
Thor: Ragnarok,Samuel Sterns,0,7.5,17,17
Thor: Ragnarok,Savin,0,6,17,17
Thor: Ragnarok,Scott Lang,0,56,17,17
Thor: Ragnarok,Sharon Carter,0,7.5,17,17
Thor: Ragnarok,Sif,0,11.5,17,17
Thor: Ragnarok,Skurge,6.75,6.75,17,17
Thor: Ragnarok,Steve Rogers,0,205.25,17,17
Thor: Ragnarok,T'Challa,0,11.5,17,17
Thor: Ragnarok,Taserface,0,4.25,17,17
Thor: Ragnarok,The Collector,0,3.75,17,17
Thor: Ragnarok,Thor,57,167.25,17,17
Thor: Ragnarok,Tinkerer,0,3.75,17,17
Thor: Ragnarok,Tony Stark,0,306,17,17
Thor: Ragnarok,Trevor Slattery,0,7.5,17,17
Thor: Ragnarok,Ultron,0,16.75,17,17
Thor: Ragnarok,Valkyrie,15.5,15.5,17,17
Thor: Ragnarok,Vision,0,13.5,17,17
Thor: Ragnarok,Volstagg,0.5,10.25,17,17
Thor: Ragnarok,Wanda Maximoff,0,23,17,17
Thor: Ragnarok,Wong,0,7,17,17
Thor: Ragnarok,Yondu Udonta,0,22.25,17,17
Thor: Ragnarok,Zemo,0,10.5,17,17
Thor: The Dark World,Adrian Toomes,0,19,8,8
Thor: The Dark World,Agent Phil Coulson,0,18.75,8,8
Thor: The Dark World,Aldrich Killian,0,12,8,8
Thor: The Dark World,Alexander Pierce,0,12.75,8,8
Thor: The Dark World,Algrim,6.25,6.25,8,8
Thor: The Dark World,Ancient One,0,17.25,8,8
Thor: The Dark World,Arnim Zola,0,10.5,8,8
Thor: The Dark World,Ayesha,0,3.5,8,8
Thor: The Dark World,Baron Mordo,0,17.75,8,8
Thor: The Dark World,Betty Ross,0,27,8,8
Thor: The Dark World,Bruce Banner,0,112.75,8,8
Thor: The Dark World,Bucky Barnes,0,43.5,8,8
Thor: The Dark World,Cassandra Lang,0,4.5,8,8
Thor: The Dark World,Chester Phillips,0,9.25,8,8
Thor: The Dark World,Christine Everhart,0,5.25,8,8
Thor: The Dark World,Christine Palmer,0,12.75,8,8
Thor: The Dark World,Clint Barton,0,32.5,8,8
Thor: The Dark World,Col. James Rhodes,0,46.5,8,8
Thor: The Dark World,Crossbones,0,8.5,8,8
Thor: The Dark World,Darcy Lewis,8.75,17.25,8,8
Thor: The Dark World,Darren Cross,0,14.5,8,8
Thor: The Dark World,Dr. Abraham Erskine,0,8.5,8,8
Thor: The Dark World,Dr. Helen Cho,0,3.25,8,8
Thor: The Dark World,Dr. Stephen Strange,0,76.25,8,8
Thor: The Dark World,Drax the Destroyer,0,34.5,8,8
Thor: The Dark World,Ego the Living Planet,0,17.5,8,8
Thor: The Dark World,Emil Blonsky,0,18.5,8,8
Thor: The Dark World,Erik Selvig,6.5,24,8,8
Thor: The Dark World,Fandral,2,9.5,8,8
Thor: The Dark World,Frigga,4,6,8,8
Thor: The Dark World,Gamora,0,55,8,8
Thor: The Dark World,Gen. Thaddeus Ross,0,17.75,8,8
Thor: The Dark World,Grandmaster,0,6,8,8
Thor: The Dark World,Groot,0,29.5,8,8
Thor: The Dark World,Hank Pym,0,24.75,8,8
Thor: The Dark World,Happy Hogan,0,17.75,8,8
Thor: The Dark World,Harley Keener,0,6.25,8,8
Thor: The Dark World,Heimdall,4.25,13.5,8,8
Thor: The Dark World,Hela,0,12.25,8,8
Thor: The Dark World,Ho Yinsen,0,11,8,8
Thor: The Dark World,Hogun,1,8.25,8,8
Thor: The Dark World,Hope van Dyne,0,15.75,8,8
Thor: The Dark World,Howard Stark,0,8.75,8,8
Thor: The Dark World,Ivan Vanko,0,20.75,8,8
Thor: The Dark World,Jane Foster,25,46,8,8
Thor: The Dark World,Jasper Sitwell,0,5.5,8,8
Thor: The Dark World,Johann Schmidt,0,15.5,8,8
Thor: The Dark World,Justin Hammer,0,16.5,8,8
Thor: The Dark World,Kaecilius,0,12.75,8,8
Thor: The Dark World,King Laufey,0,3.5,8,8
Thor: The Dark World,Korg,0,3.75,8,8
Thor: The Dark World,Kraglin,0,6.5,8,8
Thor: The Dark World,Laura Barton,0,3.75,8,8
Thor: The Dark World,Liz Allan,0,9.75,8,8
Thor: The Dark World,Loki,17.5,75.25,8,8
Thor: The Dark World,Luis,0,7,8,8
Thor: The Dark World,Malekith the Accursed,8.75,8.75,8,8
Thor: The Dark World,Mantis,0,11,8,8
Thor: The Dark World,Maria Hill,0,11.75,8,8
Thor: The Dark World,May Parker,0,5,8,8
Thor: The Dark World,Maya Hansen,0,8.75,8,8
Thor: The Dark World,Natasha Romanoff,0,89,8,8
Thor: The Dark World,Nebula,0,15,8,8
Thor: The Dark World,Ned Leeds,0,13.75,8,8
Thor: The Dark World,Nick Fury,0,43.75,8,8
Thor: The Dark World,Obadiah Stane,0,22,8,8
Thor: The Dark World,Odin,9,23.75,8,8
Thor: The Dark World,Paxton,0,4.5,8,8
Thor: The Dark World,Peggy Carter,0,20.5,8,8
Thor: The Dark World,Pepper Potts,0,64,8,8
Thor: The Dark World,Peter Parker,0,84.75,8,8
Thor: The Dark World,Peter Quill,0,82.5,8,8
Thor: The Dark World,Pietro Maximoff,0,10.25,8,8
Thor: The Dark World,Raza,0,6,8,8
Thor: The Dark World,Rocket Raccoon,0,39.25,8,8
Thor: The Dark World,Ronan the Accuser,0,7.75,8,8
Thor: The Dark World,Sam Wilson,0,28,8,8
Thor: The Dark World,Samuel Sterns,0,7.5,8,8
Thor: The Dark World,Savin,0,6,8,8
Thor: The Dark World,Scott Lang,0,56,8,8
Thor: The Dark World,Sharon Carter,0,7.5,8,8
Thor: The Dark World,Sif,3.25,11.5,8,8
Thor: The Dark World,Skurge,0,6.75,8,8
Thor: The Dark World,Steve Rogers,0,205.25,8,8
Thor: The Dark World,T'Challa,0,11.5,8,8
Thor: The Dark World,Taserface,0,4.25,8,8
Thor: The Dark World,The Collector,1.25,3.75,8,8
Thor: The Dark World,Thor,35,167.25,8,8
Thor: The Dark World,Tinkerer,0,3.75,8,8
Thor: The Dark World,Tony Stark,0,306,8,8
Thor: The Dark World,Trevor Slattery,0,7.5,8,8
Thor: The Dark World,Ultron,0,16.75,8,8
Thor: The Dark World,Valkyrie,0,15.5,8,8
Thor: The Dark World,Vision,0,13.5,8,8
Thor: The Dark World,Volstagg,2.75,10.25,8,8
Thor: The Dark World,Wanda Maximoff,0,23,8,8
Thor: The Dark World,Wong,0,7,8,8
Thor: The Dark World,Yondu Udonta,0,22.25,8,8
Thor: The Dark World,Zemo,0,10.5,8,8
